Age,Attrition,BusinessTravel,DailyRate($),Department,DistanceFromHome,Education,EducationField,EmployeeNumber#,EnvironmentSatisfaction,Gender,JobLevel,Job+Role,JobSatisfaction,MaritalStatus,MonthlyIncome($),NumCompaniesWorked#,OverTime,PercentSalaryHike,PerformanceRating,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
29,No,Travel_Rarely,590,Research & Development,4,3,Technical Degree,1259,4,Female,1,Research Scientist,1,Divorced,2109,1,No,13,3,1,1,2,3,1,0,0,0
30,No,Travel_Rarely,305,Research & Development,16,3,Life Sciences,1260,3,Male,2,Healthcare Representative,3,Married,5294,3,No,16,3,1,10,3,3,7,0,1,7
32,No,Non-Travel,953,Research & Development,5,4,Technical Degree,1261,2,Male,1,Research Scientist,2,Single,2718,2,No,14,3,0,12,3,3,7,7,0,7
38,No,Travel_Rarely,833,Research & Development,18,3,Medical,1262,2,Male,2,Healthcare Representative,4,Married,5811,3,Yes,16,3,1,15,2,3,1,0,1,0
43,Yes,Travel_Frequently,807,Research & Development,17,3,Technical Degree,1263,3,Male,1,Research Scientist,3,Married,2437,9,Yes,16,3,1,6,4,3,1,0,0,0
42,No,Travel_Rarely,855,Research & Development,12,3,Medical,1264,2,Male,1,Laboratory Technician,2,Divorced,2766,8,No,22,4,3,7,6,2,5,3,0,4
55,No,Travel_Rarely,478,Research & Development,2,3,Medical,1265,3,Male,5,Research Director,1,Married,19038,8,No,12,3,3,34,2,3,1,0,0,0
33,No,Non-Travel,775,Research & Development,4,3,Technical Degree,1266,4,Male,2,Research Scientist,2,Divorced,3055,5,No,15,3,2,11,2,2,9,8,1,7
41,No,Travel_Rarely,548,Research & Development,9,4,Life Sciences,1267,3,Male,1,Laboratory Technician,1,Divorced,2289,1,No,20,4,2,5,2,3,5,3,0,4
34,No,Non-Travel,1375,Sales,10,3,Life Sciences,1268,4,Male,2,Sales Executive,3,Divorced,4001,1,Yes,14,3,1,15,3,3,15,14,0,7
53,No,Non-Travel,661,Research & Development,1,4,Medical,1269,1,Female,4,Manufacturing Director,3,Married,12965,4,Yes,20,4,3,27,2,2,3,2,0,2
43,No,Travel_Rarely,244,Human Resources,2,3,Life Sciences,1270,2,Male,1,Human Resources,4,Single,3539,0,No,13,3,0,10,5,3,9,7,1,8
34,No,Travel_Rarely,511,Sales,3,2,Life Sciences,1271,4,Female,2,Sales Executive,4,Single,6029,5,No,12,3,0,6,3,3,2,2,2,2
21,Yes,Travel_Rarely,337,Sales,7,1,Marketing,1272,2,Male,1,Sales Representative,2,Single,2679,1,No,13,3,0,1,3,3,1,0,1,0
38,No,Travel_Rarely,1153,Research & Development,6,2,Other,1273,4,Female,1,Laboratory Technician,3,Married,3702,1,No,11,3,1,5,3,3,5,4,0,4
22,Yes,Travel_Rarely,1294,Research & Development,8,1,Medical,1274,3,Female,1,Laboratory Technician,1,Married,2398,1,Yes,17,3,0,1,6,3,1,0,0,0
31,No,Travel_Rarely,196,Sales,29,4,Marketing,1275,1,Female,2,Sales Executive,4,Married,5468,1,No,14,3,2,13,3,3,12,7,5,7
51,No,Travel_Rarely,942,Research & Development,3,3,Technical Degree,1276,1,Female,3,Manager,3,Married,13116,2,No,11,3,0,15,2,3,2,2,2,2
37,No,Travel_Rarely,589,Sales,9,2,Marketing,1277,2,Male,2,Sales Executive,2,Married,4189,1,No,14,3,2,5,2,3,5,2,0,3
46,No,Travel_Rarely,734,Research & Development,2,4,Medical,1278,3,Male,5,Research Director,4,Divorced,19328,7,Yes,17,3,1,24,3,3,2,1,2,2
36,No,Travel_Rarely,1383,Research & Development,10,3,Life Sciences,1279,4,Male,3,Healthcare Representative,1,Married,8321,7,Yes,13,3,1,15,1,3,12,8,5,7
44,Yes,Travel_Frequently,429,Research & Development,1,2,Medical,1280,3,Male,1,Research Scientist,2,Divorced,2342,1,Yes,12,3,3,6,2,2,5,3,2,3
37,No,Travel_Rarely,1239,Human Resources,8,2,Other,1281,3,Male,2,Human Resources,2,Divorced,4071,2,No,13,3,0,19,4,2,10,0,4,7
35,Yes,Travel_Rarely,303,Sales,27,3,Life Sciences,1282,3,Male,2,Sales Executive,4,Single,5813,1,Yes,18,3,0,10,2,3,10,7,7,7
33,No,Travel_Rarely,867,Research & Development,8,4,Life Sciences,1283,4,Male,1,Research Scientist,1,Married,3143,6,No,19,3,1,14,1,3,10,8,7,6
28,No,Travel_Rarely,1181,Research & Development,1,3,Life Sciences,1284,3,Male,1,Research Scientist,4,Married,2044,1,No,11,3,1,5,6,4,5,3,0,3
39,No,Travel_Rarely,1253,Research & Development,10,1,Medical,1285,3,Male,3,Research Director,3,Single,13464,7,No,21,4,0,9,3,3,4,3,2,2
46,No,Non-Travel,849,Sales,26,2,Life Sciences,1286,2,Male,2,Sales Executive,2,Single,7991,8,No,15,3,0,6,3,3,2,2,2,2
40,No,Travel_Rarely,616,Research & Development,2,2,Life Sciences,1287,3,Female,1,Laboratory Technician,1,Married,3377,4,No,17,3,1,7,5,2,4,3,0,2
42,No,Travel_Rarely,1128,Research & Development,13,3,Medical,1288,2,Male,2,Healthcare Representative,1,Married,5538,5,No,18,3,2,10,2,2,0,0,0,0
35,No,Non-Travel,1180,Research & Development,2,2,Medical,1289,2,Male,2,Manufacturing Director,4,Divorced,5762,2,No,14,3,1,15,6,3,7,7,1,7
38,No,Non-Travel,1336,Human Resources,2,3,Human Resources,1290,1,Male,1,Human Resources,2,Divorced,2592,5,No,13,3,3,13,3,3,11,10,3,8
34,Yes,Travel_Frequently,234,Research & Development,9,4,Life Sciences,1291,4,Male,2,Laboratory Technician,1,Married,5346,4,No,17,3,1,11,3,2,7,1,0,7
37,Yes,Travel_Rarely,370,Research & Development,10,4,Medical,1292,4,Male,2,Manufacturing Director,1,Single,4213,1,No,15,3,0,10,4,1,10,3,0,8
39,No,Travel_Frequently,766,Sales,20,3,Life Sciences,1293,3,Male,2,Sales Executive,4,Divorced,4127,2,No,18,3,1,7,6,3,2,1,2,2
43,No,Non-Travel,343,Research & Development,9,3,Life Sciences,1294,1,Male,1,Research Scientist,3,Single,2438,4,No,13,3,0,7,2,2,3,2,1,2
41,No,Travel_Rarely,447,Research & Development,5,3,Life Sciences,1295,2,Male,2,Healthcare Representative,2,Single,6870,3,No,12,3,0,11,3,1,3,2,1,2
41,No,Travel_Rarely,796,Sales,4,1,Marketing,1296,3,Female,3,Sales Executive,3,Divorced,10447,0,Yes,13,3,1,23,3,4,22,14,13,5
30,No,Travel_Rarely,1092,Research & Development,10,3,Medical,1297,1,Female,3,Manufacturing Director,3,Single,9667,9,No,14,3,0,9,3,3,7,7,0,2
26,Yes,Travel_Rarely,920,Human Resources,20,2,Medical,1298,4,Female,1,Human Resources,2,Married,2148,0,Yes,11,3,0,6,3,3,5,1,1,4
46,Yes,Travel_Rarely,261,Research & Development,21,2,Medical,1299,4,Female,2,Healthcare Representative,2,Married,8926,4,No,22,4,1,13,2,4,9,7,3,7
40,No,Travel_Rarely,1194,Research & Development,1,3,Life Sciences,1300,3,Female,2,Healthcare Representative,4,Divorced,6513,4,No,17,3,1,12,3,3,5,3,0,3
34,No,Travel_Rarely,810,Sales,8,2,Technical Degree,1301,2,Male,2,Sales Executive,3,Married,6799,1,No,21,4,2,10,5,3,10,8,4,8
58,No,Non-Travel,350,Sales,2,3,Medical,1302,2,Male,4,Manager,2,Divorced,16291,4,No,22,4,1,37,0,2,16,9,14,14
35,No,Travel_Rarely,185,Research & Development,23,4,Medical,1303,2,Male,1,Laboratory Technician,3,Married,2705,0,No,16,3,1,6,2,4,5,4,0,3
47,No,Travel_Rarely,1001,Research & Development,4,3,Life Sciences,1304,3,Female,3,Manufacturing Director,2,Divorced,10333,8,Yes,12,3,1,28,4,3,22,11,14,10
40,No,Travel_Rarely,750,Research & Development,12,3,Life Sciences,1305,2,Female,2,Healthcare Representative,1,Divorced,4448,2,No,12,3,1,15,3,3,7,4,7,7
54,No,Travel_Rarely,431,Research & Development,7,4,Medical,1306,4,Female,2,Research Scientist,4,Married,6854,4,No,15,3,1,14,2,2,7,1,1,7
31,No,Travel_Frequently,1125,Sales,7,4,Marketing,1307,1,Female,3,Sales Executive,1,Married,9637,2,No,14,3,2,9,3,3,3,2,2,2
28,No,Travel_Rarely,1217,Research & Development,1,3,Medical,1308,3,Female,1,Research Scientist,1,Married,3591,1,No,25,4,1,3,3,3,3,2,1,2
38,No,Travel_Rarely,723,Sales,2,4,Marketing,1309,2,Female,2,Sales Representative,4,Married,5405,2,Yes,20,4,2,20,4,2,4,2,0,3
26,No,Travel_Rarely,572,Sales,10,3,Medical,1310,3,Male,2,Sales Executive,4,Single,4684,1,No,13,3,0,5,4,3,5,3,1,2
58,No,Travel_Frequently,1216,Research & Development,15,4,Life Sciences,1311,1,Male,4,Research Director,3,Married,15787,2,Yes,14,3,0,23,3,3,2,2,2,2
18,No,Non-Travel,1431,Research & Development,14,3,Medical,1312,2,Female,1,Research Scientist,3,Single,1514,1,No,16,3,0,0,4,1,0,0,0,0
31,Yes,Travel_Rarely,359,Human Resources,18,5,Human Resources,1313,4,Male,1,Human Resources,1,Married,2956,0,No,17,3,0,2,4,3,1,0,0,0
29,Yes,Travel_Rarely,350,Human Resources,13,3,Human Resources,1314,1,Male,1,Human Resources,1,Divorced,2335,4,Yes,15,3,3,4,3,3,2,2,2,0
45,No,Non-Travel,589,Sales,2,4,Life Sciences,1315,3,Female,2,Sales Executive,3,Married,5154,4,No,22,4,2,10,3,4,8,7,5,7
36,No,Travel_Rarely,430,Research & Development,2,4,Other,1316,4,Female,2,Research Scientist,2,Married,6962,4,Yes,22,4,1,15,2,3,1,0,0,0
43,No,Travel_Frequently,1422,Sales,2,4,Life Sciences,1317,1,Male,2,Sales Executive,4,Married,5675,1,No,20,4,1,7,5,3,7,7,7,7
27,No,Travel_Frequently,1297,Research & Development,5,2,Life Sciences,1318,4,Female,1,Laboratory Technician,4,Single,2379,0,Yes,14,3,0,6,3,2,5,4,0,2
29,No,Travel_Frequently,574,Research & Development,20,1,Medical,1319,4,Male,1,Laboratory Technician,4,Married,3812,1,No,13,3,0,11,3,4,11,8,3,10
32,No,Travel_Frequently,1318,Sales,10,4,Marketing,1320,4,Male,2,Sales Executive,4,Single,4648,8,No,13,3,0,4,2,4,0,0,0,0
42,No,Non-Travel,355,Research & Development,10,4,Technical Degree,1321,3,Male,1,Research Scientist,3,Married,2936,3,No,22,4,2,10,1,2,6,3,3,3
47,No,Travel_Rarely,207,Research & Development,9,4,Life Sciences,1322,2,Female,1,Laboratory Technician,3,Single,2105,4,No,12,3,0,7,2,3,2,2,2,0
46,No,Travel_Rarely,706,Research & Development,2,2,Life Sciences,1323,4,Male,3,Manufacturing Director,4,Divorced,8578,3,No,14,3,1,12,4,2,9,8,4,7
28,No,Non-Travel,280,Human Resources,1,2,Life Sciences,1324,3,Male,1,Human Resources,4,Divorced,2706,1,No,15,3,1,3,2,3,3,2,2,2
29,No,Travel_Rarely,726,Research & Development,29,1,Life Sciences,1325,4,Male,2,Healthcare Representative,3,Divorced,6384,8,No,17,3,2,11,3,3,7,0,1,6
42,No,Travel_Rarely,1142,Research & Development,8,3,Life Sciences,1326,4,Male,1,Laboratory Technician,3,Single,3968,4,No,13,3,0,8,3,3,0,0,0,0
32,Yes,Travel_Rarely,414,Sales,2,4,Marketing,1327,3,Male,2,Sales Executive,2,Single,9907,7,Yes,12,3,0,7,3,2,2,2,2,2
46,No,Travel_Rarely,1319,Sales,3,3,Technical Degree,1328,1,Female,4,Sales Executive,1,Divorced,13225,2,No,12,3,1,25,5,3,19,17,2,8
27,No,Travel_Rarely,728,Sales,23,1,Medical,1329,2,Female,2,Sales Representative,3,Married,3540,1,No,21,4,1,9,5,3,9,8,5,8
29,No,Travel_Rarely,352,Human Resources,6,1,Medical,1330,4,Male,1,Human Resources,2,Married,2804,1,No,11,3,0,1,3,3,1,0,0,0
43,No,Travel_Rarely,823,Research & Development,6,3,Medical,1331,1,Female,5,Manager,3,Married,19392,7,No,13,3,0,21,2,3,16,12,6,14
48,No,Travel_Rarely,1224,Research & Development,10,3,Life Sciences,1332,4,Male,5,Research Director,2,Married,19665,4,No,12,3,0,29,3,3,22,10,12,9
29,Yes,Travel_Frequently,459,Research & Development,24,2,Life Sciences,1333,4,Male,1,Research Scientist,4,Single,2439,1,Yes,24,4,0,1,3,2,1,0,1,0
46,Yes,Travel_Rarely,1254,Sales,10,3,Life Sciences,1334,3,Female,3,Sales Executive,2,Married,7314,5,No,21,4,3,14,2,3,8,7,0,7
27,No,Travel_Frequently,1131,Research & Development,15,3,Life Sciences,1335,4,Female,1,Research Scientist,1,Married,4774,0,No,19,3,1,8,2,2,7,6,7,3
39,No,Travel_Rarely,835,Research & Development,19,4,Other,1336,4,Male,2,Research Scientist,4,Divorced,3902,8,No,14,3,3,7,2,3,2,2,2,2
55,No,Travel_Rarely,836,Research & Development,2,4,Technical Degree,1337,2,Male,1,Research Scientist,4,Married,2662,8,No,20,4,1,19,2,4,5,2,0,4
28,No,Travel_Rarely,1172,Sales,3,3,Medical,1338,2,Female,1,Sales Representative,2,Married,2856,1,No,19,3,1,1,3,3,1,0,0,0
30,Yes,Travel_Rarely,945,Sales,9,3,Medical,1339,2,Male,1,Sales Representative,4,Single,1081,1,No,13,3,0,1,3,2,1,,0,0
22,Yes,Travel_Rarely,391,Research & Development,7,1,Life Sciences,1340,4,Male,1,Research Scientist,2,Single,2472,1,Yes,23,4,0,1,2,3,1,,0,0
36,No,Travel_Rarely,1266,Sales,10,4,Technical Degree,1341,2,Female,2,Sales Executive,3,Married,5673,1,Yes,13,3,1,10,4,3,10,9,1,7
31,No,Travel_Rarely,311,Research & Development,20,3,Life Sciences,1342,2,Male,2,Laboratory Technician,3,Divorced,4197,1,No,11,3,1,10,2,3,10,8,0,2
34,No,Travel_Rarely,1480,Sales,4,3,Life Sciences,1343,3,Male,3,Sales Executive,4,Married,9713,2,Yes,13,3,3,9,3,3,5,3,1,0
29,No,Travel_Rarely,592,Research & Development,7,3,Life Sciences,1344,4,Male,1,Laboratory Technician,1,Single,2062,3,No,14,3,0,11,2,3,3,2,1,2
37,No,Travel_Rarely,783,Research & Development,7,4,Medical,1345,4,Male,2,Research Scientist,1,Married,4284,5,Yes,22,4,1,16,2,3,5,3,0,4
35,No,Travel_Rarely,219,Research & Development,16,2,Other,1346,4,Female,2,Manufacturing Director,2,Married,4788,0,Yes,11,3,0,4,2,3,3,2,0,2
45,No,Travel_Rarely,556,Research & Development,25,2,Life Sciences,1347,2,Female,2,Manufacturing Director,4,Married,5906,0,No,13,3,2,10,2,2,9,8,3,8
36,No,Travel_Frequently,1213,Human Resources,2,1,Human Resources,1348,2,Male,2,Human Resources,4,Single,3886,1,No,21,4,0,10,2,2,10,1,0,8
40,No,Travel_Rarely,1137,Research & Development,1,4,Life Sciences,1349,1,Male,4,Manager,1,Divorced,16823,2,No,11,3,1,22,3,3,19,7,11,16
26,No,Travel_Rarely,482,Research & Development,1,2,Life Sciences,1350,2,Female,1,Research Scientist,3,Married,2933,1,Yes,13,3,1,1,3,2,1,0,1,0
27,No,Travel_Rarely,511,Sales,2,2,Medical,1351,1,Female,2,Sales Executive,3,Single,6500,0,No,14,3,0,9,5,2,8,7,0,7
48,No,Travel_Frequently,117,Research & Development,22,3,Medical,1352,4,Female,4,Manager,4,Divorced,17174,3,No,11,3,1,24,3,3,22,17,4,7
44,No,Travel_Rarely,170,Research & Development,1,4,Life Sciences,1353,2,Male,2,Healthcare Representative,1,Married,5033,2,No,15,3,1,10,5,3,2,0,2,2
34,Yes,Non-Travel,967,Research & Development,16,4,Technical Degree,1354,4,Male,1,Research Scientist,1,Married,2307,1,Yes,23,4,1,5,2,3,5,2,3,0
56,Yes,Travel_Rarely,1162,Research & Development,24,2,Life Sciences,1355,1,Male,1,Laboratory Technician,4,Single,2587,1,No,16,3,0,5,3,3,4,2,1,0
36,No,Travel_Rarely,335,Sales,17,2,Marketing,1356,3,Male,2,Sales Executive,2,Married,5507,2,No,16,3,2,12,1,1,4,2,1,3
41,No,Travel_Rarely,337,Sales,8,3,Marketing,1357,3,Female,2,Sales Executive,2,Married,4393,5,No,21,4,1,14,3,3,5,4,1,4
42,No,Travel_Rarely,1396,Research & Development,6,3,Medical,1358,3,Male,3,Research Director,1,Married,13348,9,No,13,3,1,18,3,4,13,7,5,7
31,No,Travel_Rarely,1079,Sales,10,2,Medical,1359,3,Female,2,Sales Executive,4,Divorced,6583,2,Yes,11,3,1,8,2,3,5,2,1,4
34,No,Travel_Rarely,735,Sales,3,1,Medical,1360,4,Female,2,Sales Executive,4,Married,8103,3,Yes,12,3,0,9,3,2,4,2,0,1
31,No,Travel_Rarely,471,Research & Development,4,3,Medical,1361,1,Female,1,Laboratory Technician,3,Divorced,3978,8,No,12,3,1,4,,2,2,2,2,2
26,No,Travel_Frequently,1096,Research & Development,6,3,Other,1362,3,Male,1,Laboratory Technician,4,Married,2544,0,No,18,3,1,8,3,3,7,7,7,7
45,No,Travel_Frequently,1297,Research & Development,1,4,Medical,1363,2,Male,2,Healthcare Representative,3,Single,5399,4,No,12,3,0,12,3,3,4,2,0,3
33,No,Travel_Rarely,217,Sales,10,4,Marketing,1364,2,Male,2,Sales Executive,3,Single,5487,1,No,14,3,0,10,2,2,10,4,0,9
28,No,Travel_Frequently,783,Sales,1,2,Life Sciences,1365,3,Male,2,Sales Executive,4,Married,6834,1,Yes,12,3,1,7,2,3,7,7,0,7
29,Yes,Travel_Frequently,746,Sales,24,3,Technical Degree,1366,3,Male,1,Sales Representative,1,Single,1091,1,No,17,3,,1,3,3,1,0,0,0
39,No,Non-Travel,1251,Sales,21,4,Life Sciences,1367,1,Female,2,Sales Executive,3,Married,5736,6,No,19,3,1,10,1,3,3,2,1,2
27,No,Travel_Rarely,1354,Research & Development,2,4,Technical Degree,1368,2,Male,1,Research Scientist,2,Married,2226,1,No,11,3,1,6,3,2,5,3,1,2
34,No,Travel_Frequently,735,Research & Development,22,4,Other,1369,3,Male,2,Research Scientist,4,Married,5747,1,Yes,15,3,0,16,3,3,15,10,6,11
28,Yes,Travel_Rarely,1475,Sales,13,2,Marketing,1370,4,Female,2,Sales Executive,3,Single,9854,3,Yes,11,3,0,6,0,3,2,0,2,2
47,No,Non-Travel,1169,Research & Development,14,4,Technical Degree,1371,3,Male,2,Research Scientist,2,Married,5467,8,No,18,3,1,16,4,4,8,7,1,7
56,No,Travel_Rarely,1443,Sales,11,5,Marketing,1372,4,Female,2,Sales Executive,1,Married,5380,4,No,16,3,1,6,3,3,0,0,0,0
39,No,Travel_Rarely,867,Research & Development,9,2,Medical,1373,1,Male,2,Manufacturing Director,1,Married,5151,1,No,25,4,1,10,3,3,10,0,7,9
38,No,Travel_Frequently,1394,Research & Development,8,3,Medical,1374,4,Female,2,Research Scientist,2,Divorced,2133,1,Yes,16,3,1,20,3,3,20,11,0,7
58,No,Travel_Rarely,605,Sales,21,3,Life Sciences,1375,4,Female,4,Manager,4,Married,17875,4,Yes,13,3,1,29,2,2,1,0,0,0
32,Yes,Travel_Frequently,238,Research & Development,5,2,Life Sciences,1376,1,Female,1,Research Scientist,3,Single,2432,3,Yes,14,3,0,8,2,3,4,1,0,3
38,No,Travel_Rarely,1206,Research & Development,9,2,Life Sciences,1377,2,Male,1,Research Scientist,4,Divorced,4771,2,No,19,3,2,10,0,4,5,2,0,3
49,No,Travel_Frequently,1064,Research & Development,2,1,Life Sciences,1378,2,Male,5,Research Director,4,Married,19161,3,No,15,3,0,28,3,3,5,4,4,3
42,No,Travel_Rarely,419,Sales,12,4,Marketing,1379,2,Male,2,Sales Executive,4,Divorced,5087,3,Yes,12,3,2,14,4,3,0,0,0,0
27,Yes,Travel_Frequently,1337,Human Resources,22,3,Human Resources,1380,1,Female,1,Human Resources,2,Married,2863,1,No,12,3,0,1,2,3,1,0,0,0
35,No,Travel_Rarely,682,Sales,18,4,Medical,1381,2,Male,2,Sales Executive,1,Married,5561,0,No,16,3,1,6,2,1,5,3,0,4
28,No,Non-Travel,1103,Research & Development,16,3,Medical,1382,3,Male,1,Research Scientist,3,Single,2144,1,No,14,3,0,5,3,2,5,3,1,4
31,No,Non-Travel,976,Research & Development,3,2,Medical,1383,3,Male,1,Research Scientist,1,Divorced,3065,1,Yes,13,3,1,4,3,4,4,2,2,3
36,No,Non-Travel,1351,Research & Development,9,4,Life Sciences,1384,1,Male,1,Laboratory Technician,2,Married,2810,1,No,22,4,0,5,3,3,5,4,0,2
34,No,Travel_Rarely,937,Sales,1,3,Marketing,1385,1,Male,3,Sales Executive,4,Single,9888,1,No,21,4,0,14,3,2,14,8,2,1
34,No,Travel_Rarely,1239,Sales,13,4,Medical,1386,4,Male,3,Sales Executive,3,Divorced,8628,1,No,18,3,1,9,2,2,8,7,1,1
26,No,Travel_Rarely,157,Research & Development,1,3,Medical,1387,3,Male,1,Laboratory Technician,1,Single,2867,0,No,13,3,0,8,6,2,7,7,7,6
29,No,Travel_Rarely,136,Research & Development,1,3,Life Sciences,1388,1,Male,2,Healthcare Representative,1,Married,5373,0,No,12,3,1,6,5,2,5,3,0,2
32,No,Non-Travel,1146,Research & Development,15,4,Medical,1389,3,Female,2,Healthcare Representative,4,Divorced,6667,5,No,18,3,1,9,6,3,5,1,1,2
31,No,Travel_Frequently,1125,Research & Development,1,3,Life Sciences,1390,4,Male,2,Research Scientist,1,Married,5003,1,No,21,4,0,10,6,3,10,8,8,7
28,Yes,Travel_Rarely,1404,Research & Development,17,3,Technical Degree,1391,3,Male,1,Laboratory Technician,4,Divorced,2367,5,No,12,3,1,6,2,2,4,1,0,3
38,No,Travel_Rarely,1404,Sales,1,3,Life Sciences,1392,1,Male,1,Sales Representative,1,Single,2858,4,No,14,3,0,20,3,2,1,0,0,0
35,No,Travel_Rarely,1224,Sales,7,4,Life Sciences,1393,3,Female,2,Sales Executive,4,Married,5204,1,Yes,11,3,0,10,2,3,10,8,0,9
27,No,Travel_Rarely,954,Sales,9,3,Marketing,1394,4,Male,2,Sales Executive,4,Single,4105,1,No,14,3,0,7,5,3,7,7,0,7
32,No,Travel_Rarely,1373,Research & Development,5,4,Life Sciences,1395,4,Male,2,Manufacturing Director,4,Single,9679,8,No,24,4,0,8,1,3,1,0,0,0
31,Yes,Travel_Frequently,754,Sales,26,4,Marketing,1396,1,Male,2,Sales Executive,4,Married,5617,1,Yes,11,3,0,10,4,3,10,7,0,8
53,Yes,Travel_Rarely,1168,Sales,24,4,Life Sciences,1397,1,Male,3,Sales Executive,1,Single,10448,6,Yes,13,3,0,15,2,2,2,2,2,2
54,No,Travel_Rarely,155,Research & Development,9,2,Life Sciences,1398,1,Female,2,Research Scientist,3,Married,2897,3,No,11,3,2,9,6,2,4,3,2,3
33,No,Travel_Frequently,1303,Research & Development,7,2,Life Sciences,1399,4,Male,2,Healthcare Representative,3,Divorced,5968,1,No,20,4,3,9,2,3,9,7,2,8
43,No,Travel_Rarely,574,Research & Development,11,3,Life Sciences,1400,1,Male,3,Healthcare Representative,3,Married,7510,1,No,17,3,1,10,1,3,10,9,0,9
38,No,Travel_Frequently,1444,Human Resources,1,4,Other,1401,4,Male,1,Human Resources,2,Married,2991,0,Yes,11,3,1,7,2,3,6,2,1,2
55,No,Travel_Rarely,189,Human Resources,26,4,Human Resources,1402,3,Male,5,Manager,2,Married,19636,4,Yes,18,3,1,35,0,3,10,9,1,4
31,No,Travel_Rarely,1276,Research & Development,2,1,Medical,1403,4,Female,1,Laboratory Technician,4,Divorced,1129,1,Yes,11,3,3,1,4,3,1,0,0,0
39,No,Travel_Rarely,119,Sales,15,4,Marketing,1404,2,Male,4,Sales Executive,1,Single,13341,0,No,12,3,0,21,3,3,20,8,11,10
42,No,Non-Travel,335,Research & Development,23,2,Life Sciences,1405,4,Male,2,Research Scientist,3,Single,4332,1,No,12,3,0,20,2,3,20,9,3,7
31,No,Non-Travel,697,Research & Development,10,3,Medical,1406,3,Female,3,Research Director,3,Married,11031,4,No,20,4,1,13,2,4,11,7,4,8
54,No,Travel_Rarely,157,Research & Development,10,3,Medical,1407,3,Female,2,Manufacturing Director,1,Single,4440,6,Yes,19,3,0,9,3,3,5,2,1,4
24,No,Travel_Rarely,771,Research & Development,1,2,Life Sciences,1408,2,Male,2,Healthcare Representative,3,Single,4617,1,No,12,3,0,4,2,2,4,3,1,2
23,No,Travel_Rarely,571,Research & Development,12,2,Other,1409,4,Male,1,Laboratory Technician,4,Single,2647,1,No,13,3,0,5,6,4,5,2,1,4
40,No,Travel_Frequently,692,Research & Development,11,3,Technical Degree,1410,4,Female,2,Laboratory Technician,3,Married,6323,1,No,11,3,1,10,2,4,10,9,9,4
40,No,Travel_Rarely,444,Sales,2,2,Marketing,1411,2,Female,2,Sales Executive,2,Married,5677,3,No,14,3,1,15,4,3,11,8,5,10
25,No,Travel_Rarely,309,Human Resources,2,3,Human Resources,1412,3,Female,1,Human Resources,2,Married,2187,4,No,14,3,0,6,3,3,2,0,1,2
30,No,Travel_Rarely,911,Research & Development,1,2,Medical,1413,4,Male,1,Laboratory Technician,2,Married,3748,1,No,13,3,,12,6,2,12,8,1,7
25,No,Travel_Rarely,977,Research & Development,2,1,Other,1414,4,Male,1,Laboratory Technician,3,Divorced,3977,6,Yes,19,3,1,7,2,2,2,2,0,2
47,No,Travel_Rarely,1180,Research & Development,25,3,Medical,1415,1,Male,3,Healthcare Representative,3,Single,8633,2,No,23,4,0,25,3,3,17,14,12,11
33,No,Non-Travel,1313,Research & Development,1,2,Medical,1416,2,Male,1,Laboratory Technician,3,Divorced,2008,1,No,12,3,3,1,2,2,1,1,0,0
38,No,Travel_Rarely,1321,Sales,1,4,Life Sciences,1417,4,Male,2,Sales Executive,2,Married,4440,,No,15,3,2,16,3,3,15,13,5,8
31,No,Travel_Rarely,1154,Sales,2,2,Life Sciences,1418,1,Male,1,Sales Representative,3,Married,3067,,No,19,3,1,3,1,3,2,2,1,2
38,No,Travel_Frequently,508,Research & Development,6,4,Life Sciences,1419,1,Male,2,Manufacturing Director,3,Married,5321,2,No,11,3,1,10,1,3,8,3,7,7
42,No,Travel_Rarely,557,Research & Development,18,4,Life Sciences,1420,4,Male,2,Research Scientist,1,Divorced,5410,6,Yes,17,3,1,9,3,2,4,3,1,2
41,No,Travel_Rarely,642,Research & Development,1,3,Life Sciences,1421,4,Male,1,Research Scientist,4,Married,2782,3,No,22,4,1,12,3,3,5,3,1,0
47,No,Non-Travel,1162,Research & Development,1,1,Medical,1422,3,Female,3,Research Director,2,Married,11957,0,No,18,3,2,14,3,1,13,8,5,12
35,No,Travel_Rarely,1490,Research & Development,11,4,Medical,1423,4,Male,1,Laboratory Technician,3,Married,2660,7,Yes,11,3,1,5,3,3,2,2,2,2
